GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
SCN2A	Q99250		D0E0C2	5x0m-A	NA	2005	37	452	45.5	100	119	0.56	0.948094	-1	
SCN7A	Q01118		Q99250	4jpz-H	NA	1682	1508	1649	62.7	31	39	0.57	0.948094	-1	
SDHC	Q99643	S	D0VWV4	3sfe-C	NA	169	31	169	90.7	16	17	0.572	0.948094	0.859119	
SDK1	Q7Z5N4		P40189	3l5h-A	NA	2213	1346	1793	23.9	90	115	0.562	0.948094	-1	
SEC24D	O94855		O94855	5kyu-B	NA	1032	266	1032	100	100	109	0.58	0.948094	-1	
SEMA3F	Q13275		Q92854	1olz-B	NA	785	20	697	31.4	83	88	0.577	0.948094	-1	
SEMA4G	Q9NTN9		Q92854	1olz-B	NA	838	34	636	39.7	72	78	0.568	0.948094	-1	
SENP2	Q9HC62		Q9HC62	3zo5-A	NA	589	213	589	100	31	33	0.578	0.948094	-1	
SERPINB7	O75635		P29508	2zv6-B	NA	380	2	380	41.3	84	111	0.561	0.948094	-1	
SHANK3	Q9BYB0		Q9JLU4	5g4x-A	NA	1731	2	347	98	29	35	0.561	0.948094	-1	
SHC1	P29353		P29353	1n3h-A	NA	583	111	317	100	28	31	0.565	0.948094	-1	
SHROOM1	Q2M3G4		Q13796	5f5p-A	NA	852	640	823	38	19	21	0.563	0.948094	-1	
SIGIRR	Q6IA17		P59823	4yh7-B	NA	410	4	113	24.8	10	11	0.57	0.948094	-1	
SLC18A2	Q05940		A0A140NCX4	3wdo-A	NA	514	128	511	21.2	70	81	0.576	0.948094	-1	
SLC25A11	Q02978		P70406	2lck-A	NA	314	22	306	33.6	39	40	0.57	0.948094	-1	
SLC25A19	Q9HC21		P18239	4c9h-B	NA	320	22	299	27.7	45	47	0.566	0.948094	-1	
SLC26A2	P50443		Q1J2S8	5da0-A	NA	739	107	538	22.6	38	47	0.577	0.948094	-1	
SLC27A6	Q9Y2P4		Q8ZKF6	2p2b-B	NA	619	42	577	22.4	166	196	0.568	0.948094	-1	
SLC35E4	Q6ICL7		B5AJT1	5y78-A	NA	350	37	325	25.1	36	38	0.566	0.948094	-1	
SLC4A10	Q6U841		P02730	1hyn-Q	NA	1118	115	458	30.8	71	100	0.575	0.948094	-1	
SLC4A11	Q8NBS3		P02730	1hyn-Q	NA	891	242	327	23.3	13	17	0.559	0.948094	-1	
SLC5A10	A0PJK1		P96169	2xq2-A	NA	596	17	480	32.5	71	83	0.57	0.948094	-1	
SMC4	Q9NTJ3		Q8TZY2	5xns-A	NA	1288	90	501	25.4	62	70	0.575	0.948094	-1	
SMG5	Q9UPR3		Q9UPR3	2hwy-A	NA	1016	855	1012	100	10	13	0.57	0.948094	-1	
SNX29	Q8TEQ0		Q9D394	2dwk-A	NA	813	108	185	37.2	18	24	0.58	0.948094	-1	
SORL1	Q92673		P97798	4pln-C	NA	2214	1929	2010	23.8	14	16	0.563	0.948094	-1	
SSC4D	Q8WTU2		Q08380	1by2-A	NA	575	470	572	48.5	16	18	0.573	0.948094	-1	
SUCLA2	Q9P2R7		P53590	2fpg-B	NA	463	53	441	54	52	55	0.565	0.948094	-1	
SUGP1	Q8IWZ8		Q8CH02	1x4o-A	NA	645	254	318	93.8	13	13	0.563	0.948094	-1	
SULF2	Q8IWU5		Q5LKJ1	4upk-B	NA	870	45	397	25.1	79	96	0.576	0.948094	-1	
SUMF1	Q8NBK3		Q8NBK3	1y1g-X	NA	374	86	374	100	37	46	0.576	0.948094	-1	
SUPT6H	Q7KZ85		Q6FLB1	3pjp-B	NA	1726	1327	1530	31.1	21	22	0.58	0.948094	-1	
SVEP1	Q4LDE5		P35555	1apj-A	NA	3571	1101	1174	20.2	17	21	0.57	0.948094	-1	
SYAP1	Q96A49		Q96A49	1x3a-A	NA	352	130	216	100	10	13	0.574	0.948094	-1	
TAF1	P21675		P51123	1tba-A	NA	1872	28	81	35.5	13	14	0.578	0.948094	-1	
TAF5	Q15542		Q15542	2nxp-F	NA	800	198	343	100	15	18	0.561	0.948094	-1	
TAF6	P49848		P49848	5fur-J	NA	677	217	436	100	35	42	0.574	0.948094	-1	
TATDN2	Q93075		A0A0H3JV42	2gzx-B	NA	761	495	713	30	20	22	0.557	0.948094	-1	
TBC1D1	Q86TI0		Q7Z6G8	2m38-A	NA	1168	290	374	29.4	16	17	0.566	0.948094	-1	
TDP1	Q9NUW8		Q9NUW8	1mu9-B	NA	608	159	608	100	63	65	0.577	0.948094	-1	
TDRD6	O60522		Q99MV1	4b9w-A	NA	2096	239	447	21.1	42	47	0.574	0.948094	-1	
TECR	Q9NZ01		Q9NZ01	2dzj-A	NA	308	1	81	100	17	21	0.574	0.948094	-1	
TFDP2	Q14188		Q14186	5tuu-A	NA	446	214	354	78.7	31	37	0.562	0.948094	-1	
TFEB	P19484	S	Q08874	4ath-A	NA	476	248	326	69.6	14	20	0.562	0.948094	0.858709	
THSD4	Q6ZMP0		P35446	1vex-A	NA	1018	909	968	35	10	14	0.574	0.948094	-1	
THYN1	Q9P016		Q9P016	3eop-B	NA	225	55	221	100	23	27	0.569	0.948094	-1	
TICAM2	Q86XR7		Q86XR7	2m1w-A	NA	235	75	235	100	27	27	0.576	0.948094	-1	
TIMM44	O43615		O43615	2cw9-A	NA	452	270	451	100	27	27	0.562	0.948094	-1	
TMEM38A	Q9H6F2		Q9NA75	5egi-C	NA	299	18	231	35.5	32	46	0.57	0.948094	-1	
TMPRSS4	Q9NRS4		P05981	1z8g-A	NA	437	100	436	34.8	41	49	0.577	0.948094	-1	
TMSB15A	P0CG34		P21752	1hj0-A	NA	45	2	41	67.5	8	11	0.578	0.948094	-1	
TNFRSF11A	Q9Y6Q6		O35305	3me4-A	NA	616	32	200	81.7	28	33	0.579	0.948094	-1	
TNFSF10	P50591		P50591	5cir-A	NA	281	119	280	100	24	27	0.563	0.948094	-1	
TNKS	O95271		O95271	5jti-B	NA	1327	1027	1088	100	7	10	0.562	0.948094	-1	
TNS1	Q9HBL0		Q27974	3n0a-A	NA	1735	12	300	28.4	46	51	0.563	0.948094	-1	
TOR4A	Q9NXH8		O14656	5j1s-A	NA	423	151	421	24	19	21	0.557	0.948094	-1	
TRBC2	A0A5B9		A0A5B9	4ww1-B	NA	178	1	128	100	46	66	0.56	0.948094	-1	
TRIM41	Q8WV44		O15553	4cg4-A	NA	630	265	630	26.5	42	45	0.572	0.948094	-1	
TRIM64	A6NGJ6		O15553	4cg4-A	NA	449	130	447	25.4	8	10	0.563	0.948094	-1	
TRIM74	Q86UV6		Q14258	5fer-D	NA	250	7	76	36.6	9	10	0.569	0.948094	-1	
TRPM4	Q8TD43		Q8TD43	6bqr-D	NA	1214	75	1168	100	145	157	0.569	0.948094	-1	
TTC19	Q6DKK2		Q91YS4	5ojf-C	NA	380	181	352	24.1	21	22	0.566	0.948094	-1	
TTF1	Q15361		Q9Y222	2llk-A	NA	905	613	667	36.4	7	11	0.577	0.948094	-1	
TTN	Q8WZ42		O97791	2rjm-A	NA	34350	9669	9855	27.1	37	44	0.58	0.948094	-1	
TUBB6	Q9BUF5		Q13509	5jco-J	NA	446	1	426	94.4	81	82	0.56	0.948094	-1	
UBA1	P22314		P22314	4p22-B	NA	1058	52	431	100	48	47	0.561	0.948094	-1	
UBE2G2	P60604		P60604	2lxp-A	NA	165	2	165	100	22	24	0.562	0.948094	-1	
UBE2M	P61081		P61081	2nvu-C	NA	183	3	183	100	34	37	0.569	0.948094	-1	
UNC13A	Q9UPW8		Q62768	2cjs-B	NA	1703	1	150	98	26	34	0.575	0.948094	-1	
UPP2	O95045		O95045	3p0e-B	NA	317	24	314	100	59	62	0.575	0.948094	-1	
USP11	P51784		Q13107	2y6e-A	NA	963	304	931	52.1	46	50	0.577	0.948094	-1	
USP32	Q8NFA0		Q13107	2y6e-A	NA	1604	732	915	57.2	23	23	0.569	0.948094	-1	
VAV3	Q9UKW4		P15498	3bji-A	NA	847	187	563	58.6	63	74	0.567	0.948094	-1	
VIL1	P09327		Q28372	1rgi-G	NA	827	17	351	52.5	54	64	0.562	0.948094	-1	
VLDLR	P98155		P01130	2lgp-A	NA	873	189	277	52.2	11	17	0.563	0.948094	-1	
VPS54	Q9P1Q0		Q5SPW0	3n1e-A	NA	977	836	974	98.6	19	22	0.573	0.948094	-1	
WDR36	Q8NI36		G0S872	5ica-C	NA	951	803	948	26.2	21	22	0.561	0.948094	-1	
WDR91	A4D1P6		Q9UM11	5l9t-R	NA	747	311	619	22.2	40	47	0.559	0.948094	-1	
WDYHV1	Q96HA8		Q96HA8	4w79-A	NA	205	2	202	100	30	34	0.579	0.948094	-1	
WWOX	Q9NZC7		Q741V7	3rd5-A	NA	414	122	406	36.3	43	53	0.576	0.948094	-1	
YARS	P54577		P54577	4qbt-A	NA	528	4	342	100	47	51	0.578	0.948094	-1	
ZBTB24	O43167		D9IWL3	5v3g-A	NA	697	319	485	46.1	18	25	0.557	0.948094	-1	
ZBTB41	Q5SVQ8		P03001	1tf6-D	NA	909	350	540	29.4	32	41	0.571	0.948094	-1	
ZBTB7C	A1YPR0		Q07230	2i13-B	NA	619	365	494	39.2	19	28	0.578	0.948094	-1	
ZFP30	Q9Y2G7		Q8BG62	1v65-A	NA	519	6	46	43.9	11	10	0.578	0.948094	-1	
ZFP92	A6NM28		D9IWL3	5v3g-A	NA	416	205	371	50.9	24	23	0.56	0.948094	-1	
ZFYVE16	Q7Z3T8		O95405	4bkw-A	NA	1539	1011	1538	55	59	63	0.577	0.948094	-1	
ZIC2	O95409		P08151	2gli-A	NA	532	255	414	49.7	36	40	0.571	0.948094	-1	
ZKSCAN2	Q63HK3		D9IWL3	5v3g-A	NA	967	745	910	49.1	29	34	0.578	0.948094	-1	
ZMAT1	Q5H9K5		Q8AVN9	1zu1-A	NA	638	47	150	40.4	22	24	0.563	0.948094	-1	
ZNF114	Q8NC26		Q9NQV7	5eh2-E	NA	417	359	415	50	11	13	0.563	0.948094	-1	
ZNF136	P52737		Q9NQV7	5egb-A	NA	540	473	535	44.4	7	10	0.578	0.948094	-1	
ZNF14	P17017		Q8BG62	1v65-A	NA	642	4	54	58.8	12	13	0.579	0.948094	-1	
ZNF16	P17020		P49711	5yef-A	NA	682	208	371	33.1	19	25	0.579	0.948094	-1	
ZNF208	O43345		Q07230	2i13-A	NA	1280	238	391	53.9	55	83	0.561	0.948094	-1	
ZNF208	O43345		Q9NQV7	5egb-A	NA	1280	942	1052	49.5	38	51	0.568	0.948094	-1	
ZNF226	Q9NYT6		D9IWL3	5v3g-A	NA	803	612	778	57.5	22	26	0.561	0.948094	-1	
ZNF233	A6NK53		P03001	1tf6-D	NA	670	280	476	23.9	29	30	0.566	0.948094	-1	
ZNF235	Q14590		D9IWL3	5v3g-A	NA	738	512	678	56.3	36	38	0.569	0.948094	-1	
ZNF251	Q9BRH9		Q96SE7	2enf-A	NA	671	151	180	27.3	11	13	0.567	0.948094	-1	
ZNF260	Q3ZCT1		P49711	5t0u-A	NA	412	164	324	38.5	25	26	0.58	0.948094	-1	
ZNF30	P17039		Q07230	2i13-A	NA	623	269	422	58.4	16	18	0.569	0.948094	-1	
ZNF334	Q9HCZ1		O43298	2csh-A	NA	680	597	677	48.1	20	39	0.575	0.948094	-1	
ZNF337	Q9Y3M9		Q91ZD1	2ee8-A	NA	751	401	486	40.7	12	14	0.566	0.948094	-1	
ZNF347	Q96SE7		P08046	1f2i-J	NA	839	216	284	27.5	10	11	0.558	0.948094	-1	
ZNF347	Q96SE7		Q8BG62	1v65-A	NA	839	8	56	46.9	13	17	0.576	0.948094	-1	
ZNF382	Q96SR6		P49711	5und-A	NA	550	293	459	34.5	36	49	0.568	0.948094	-1	
ZNF415	Q09FC8		Q96SE7	2eq0-A	NA	603	343	375	75.8	12	12	0.572	0.948094	-1	
ZNF420	Q8TAQ5		P03001	1tf6-A	NA	688	106	275	35.5	26	29	0.57	0.948094	-1	
ZNF425	Q6IV72		Q07230	2i13-A	NA	752	283	436	41.6	26	31	0.56	0.948094	-1	
ZNF426	Q9BUY5		D9IWL3	5v3g-A	NA	554	333	499	53.3	24	25	0.578	0.948094	-1	
ZNF429	Q86V71		O43298	2csh-A	NA	674	589	653	36.9	15	17	0.566	0.948094	-1	
ZNF441	Q8N8Z8		Q60793	5ke9-A	NA	693	382	469	38.9	16	27	0.563	0.948094	-1	
ZNF454	Q8N9F8		P49711	5und-A	NA	522	269	435	35.1	38	49	0.572	0.948094	-1	
ZNF460	Q14592		P03001	1tf6-D	NA	562	191	388	33.5	32	36	0.567	0.948094	-1	
ZNF471	Q9BX82	M	P25490	1ubd-C	NA	626	185	285	41	19	27	0.563	0.948094	0.858709	
ZNF526	Q8TF50		Q07230	2i13-A	NA	670	43	162	21.8	12	12	0.56	0.948094	-1	
ZNF548	Q8NEK5		Q8BG62	1v65-A	NA	533	8	48	43.9	11	13	0.578	0.948094	-1	
ZNF552	Q9H707		Q07230	2i13-A	NA	407	88	191	27.3	12	13	0.565	0.948094	-1	
ZNF571	Q7Z3V5		P08046	1g2d-C	NA	609	136	221	33	13	13	0.576	0.948094	-1	
ZNF611	Q8N823		Q5JVG2	2yts-A	NA	705	673	705	78.8	8	10	0.568	0.948094	-1	
ZNF629	Q9UEG4		P49711	5und-A	NA	869	231	397	35.7	23	27	0.566	0.948094	-1	
ZNF679	Q8IYX0		Q9UKN5	3db5-B	NA	411	94	116	26.1	7	10	0.558	0.948094	-1	
ZNF681	Q96N22		Q8BG62	1v65-A	NA	645	4	44	46.3	14	17	0.572	0.948094	-1	
ZNF684	Q5T5D7		D9IWL3	5v3g-A	NA	378	184	350	53.9	19	23	0.573	0.948094	-1	
ZNF709	Q8N972		Q07230	2i13-A	NA	641	177	330	53.2	31	47	0.562	0.948094	-1	
ZNF710	Q8N1W2		D9IWL3	5v3g-A	NA	664	404	570	37.7	21	28	0.557	0.948094	-1	
ZNF727	A8MUV8		D9IWL3	5v3g-A	NA	499	365	497	45.1	36	49	0.571	0.948094	-1	
ZNF728	P0DKX0		Q9HBE1	2epp-A	NA	622	100	130	22.6	11	16	0.578	0.948094	-1	
ZNF749	O43361		Q07230	2i13-A	NA	778	261	432	43.9	19	22	0.563	0.948094	-1	
ZNF778	Q96MU6		Q07230	2i13-A	NA	729	179	331	33.8	11	13	0.565	0.948094	-1	
ZNF781	Q8N8C0		D9IWL3	5v3g-A	NA	355	282	328	22.9	12	16	0.568	0.948094	-1	
ZNF827	Q17R98		P49711	5yef-A	NA	1081	358	466	26.6	15	20	0.567	0.948094	-1	
ZNF878	C9JN71		P49711	5und-A	NA	531	280	446	33.3	27	42	0.557	0.948094	-1	
ZNF880	Q6PDB4		P49711	5t0u-A	NA	577	324	488	35.7	19	24	0.56	0.948094	-1	
ZSCAN5B	A6NJL1		Q07230	2i13-B	NA	495	353	489	46.7	38	53	0.565	0.948094	-1	
ABCA12	Q86UK0		O95477	5xjy-A	NA	2595	778	2563	35.5	296	314	0.586	0.948234	-1	
ABCB6	Q9NP58		Q9NP58	3nhb-A	NA	842	558	828	100	43	49	0.584	0.948234	-1	
ABI1	Q8IZP0	S	Q9NYB9	4n78-F	NA	508	1	155	89.7	23	23	0.586	0.948234	0.865469	
ACOT2	P49753		P49753	3hlk-A	NA	483	58	472	100	29	33	0.583	0.948234	-1	
ACVR2A	P27037	S	P27037	5nh3-B	NA	513	25	119	100	17	21	0.581	0.948234	0.862888	
ADAM12	O43184		Q9P0K1	3g5c-A	NA	909	208	690	35.7	98	110	0.587	0.948234	-1	
ADRB2	P07550		P07550	3kj6-A	NA	413	35	346	100	29	34	0.586	0.948234	-1	
ANK3	Q12955	M	Q01484	4d8o-A	NA	4377	982	1386	73.7	68	82	0.587	0.948234	0.865469	
ANKRD20A8P	Q5CZ79		Q05823	4oau-C	NA	823	40	279	30.2	53	68	0.587	0.948234	-1	
APRT	P07741		P07741	1ore-A	NA	180	2	180	100	20	24	0.586	0.948234	-1	
ARFGEF1	Q9Y6D6		A0A140UHP8	5has-B	NA	1849	357	558	31.2	18	17	0.589	0.948234	-1	
ARHGAP10	A1A4S6		Q5ZMW5	1f7c-A	NA	786	389	579	69.1	34	36	0.589	0.948234	-1	
ASAP3	Q8TDY4		Q15027	4ckg-C	NA	903	128	399	22.1	25	27	0.584	0.948234	-1	
ATF3	P18847		P01101	2wt7-A	NA	181	87	149	46	12	13	0.582	0.948234	-1	
ATP5F1C	P36542		P05631	5ara-G	NA	298	26	298	91.6	38	47	0.583	0.948234	-1	
ATP6V1C1	P21283		P31412	1u7l-A	NA	382	7	346	38.5	48	55	0.585	0.948234	-1	
BACH2	Q9BYV9		Q16621	2kz5-A	NA	841	609	673	47.7	15	23	0.584	0.948234	-1	
BRAP	Q7Z569		Q9Y5T5	2i50-A	NA	592	302	389	34.8	11	11	0.586	0.948234	-1	
BSPRY	Q5W0U4		O15553	4cg4-A	NA	402	61	392	24.1	39	46	0.582	0.948234	-1	
C1QL4	Q86Z23		Q8BME9	5h4b-A	NA	238	58	237	25.6	9	10	0.581	0.948234	-1	
CACNA1G	O43497		P07293	5gjw-A	NA	2377	1144	1855	30.3	96	107	0.587	0.948234	-1	
CAPRIN1	Q14444		Q14444	4wbe-A	NA	709	132	251	100	17	19	0.586	0.948234	-1	
CASP10	Q92851		Q14790	4zbw-A	NA	521	19	204	31.1	23	27	0.585	0.948234	-1	
CCL26	Q9Y258		Q9Y258	1g2t-A	NA	94	24	94	100	11	12	0.584	0.948234	-1	
CCNA1	P78396		P30274	4bco-B	NA	465	208	462	68	64	76	0.587	0.948234	-1	
CD82	P27701		P60033	5tcx-A	NA	267	5	253	25.2	26	36	0.581	0.948234	-1	
CDH7	Q9ULB5		P09803	3ifq-C	NA	785	681	779	55.3	33	47	0.586	0.948234	-1	
CNOT6L	Q96LI5		Q96LI5	5dv4-A	NA	555	169	540	100	46	51	0.584	0.948234	-1	
CNTRL	Q7Z7A1	S	Q9ZEY1	1h6u-A	NA	2325	73	259	26.3	28	32	0.582	0.948234	0.862888	
COASY	Q13057		Q9DBL7	2f6r-A	NA	564	311	557	87.5	23	26	0.584	0.948234	-1	
COX7B2	Q8TF08		P13183	3ag2-X	NA	81	31	79	83.7	20	24	0.587	0.948234	-1	
CPXM1	Q96SM3		P15169	2nsm-A	NA	734	295	702	49.8	77	96	0.585	0.948234	-1	
CSTL1	Q9H114		P01038	1yvb-I	NA	145	29	134	30.9	20	24	0.583	0.948234	-1	
CX3CL1	P78423		P78423	3ona-B	NA	397	32	97	100	9	12	0.589	0.948234	-1	
DDX10	Q13206	S	Q13206	2pl3-A	NA	875	47	278	100	31	35	0.589	0.948234	0.865469	
DLG5	Q8TDM6		Q8TDM6	1uit-A	NA	1919	1336	1439	100	16	17	0.585	0.948234	-1	
DLGAP2	Q9P1A6		P97836	4r0y-B	NA	1054	866	975	72.7	19	24	0.588	0.948234	-1	
DNAH7	Q8WXX0		Q8NCM8	4rh7-A	NA	4024	896	4019	28.5	691	651	0.582	0.948234	-1	
DOCK10	Q96BY6		Q14185	3l4c-B	NA	2186	672	852	23	20	22	0.587	0.948234	-1	
DOCK8	Q8NF50		Q9BZ29	2wm9-A	NA	2099	1636	2065	39.4	57	61	0.584	0.948234	-1	
DPYSL2	Q16555		Q16555	5x1d-A	NA	572	14	506	100	79	89	0.587	0.948234	-1	
DTD2	Q96FN9		O66742	2dbo-A	NA	168	11	167	29.6	12	13	0.583	0.948234	-1	
DUSP8	Q13202		Q9BY84	2vsw-A	NA	625	5	139	53.3	16	21	0.582	0.948234	-1	
DYNLL2	Q96FJ2		Q96FJ2	2xqq-B	NA	89	1	89	100	14	15	0.587	0.948234	-1	
EEF1A2	Q05639		P32769	3izq-1	NA	463	7	327	33.9	62	78	0.586	0.948234	-1	
EGR1	P18146		P18146	4x9j-A	NA	543	335	420	100	20	26	0.582	0.948234	-1	
ELOC	Q15369	M	Q15369	5t35-C	NA	112	17	112	100	15	21	0.589	0.948234	0.865469	
EMG1	Q92979		Q92979	5fai-A	NA	244	36	244	100	20	26	0.582	0.948234	-1	
EPAS1	Q99814	S	P27540	5v0l-A	NA	870	7	227	23.9	30	36	0.582	0.948234	0.862888	
FAM20B	O75063		Q96MK3	5wrr-B	NA	409	50	401	36.8	50	51	0.588	0.948234	-1	
FAT3	Q8TDW7		Q28146	3qcw-A	NA	4589	3859	4083	26.2	57	78	0.581	0.948234	-1	
FGD6	Q6ZV73		Q69ZL1	1wgq-A	NA	1430	1334	1429	87.5	10	12	0.583	0.948234	-1	
FRMD3	A2A2Y4		Q9Y2J2	2he7-A	NA	597	30	311	41.8	49	58	0.587	0.948234	-1	
FZD9	O00144		Q99835	5v57-A	NA	591	36	563	24.8	65	73	0.587	0.948234	-1	
GALNT13	Q8IUC8		O08912	1xhb-A	NA	556	94	552	86.7	165	221	0.588	0.948234	-1	
GLE1	Q53GS7		Q12315	3pev-B	NA	698	480	656	28.5	20	22	0.586	0.948234	-1	
GRIK2	Q13002		Q13002	3qxm-B	NA	908	430	805	100	87	107	0.584	0.948234	-1	
GRPEL2	Q8TAA5		Q5KWZ6	4ani-B	NA	225	61	218	31	14	17	0.588	0.948234	-1	
GUCY1B1	Q02153		Q8YUQ7	3tf8-B	NA	619	1	186	34.4	39	44	0.588	0.948234	-1	
GUCY2D	Q02846		P29597	4oli-A	NA	1103	509	810	26.4	36	49	0.586	0.948234	-1	
GUCY2F	P51841		X8CHM4	5o5l-B	NA	1108	841	1067	40.6	43	46	0.581	0.948234	-1	
HMCN2	Q8NDA2		Q0E9I4	3dmk-A	NA	5059	3040	3768	24.2	24	22	0.581	0.948234	-1	
HNF4G	Q14541		P41235	3cbb-B	NA	408	10	87	93.6	20	34	0.584	0.948234	-1	
HNRNPCL3	B7ZW38		P07910	2mxy-A	NA	293	2	106	91.4	46	90	0.587	0.948234	-1	
HOXA7	P31268		P09077	2r5z-A	NA	230	118	190	75.6	21	27	0.584	0.948234	-1	
HOXA9	P31269	S	P09631	1puf-A	NA	272	194	270	100	18	22	0.588	0.948234	0.865469	
HOXB1	P14653		P14653	1b72-A	NA	301	177	264	100	15	19	0.584	0.948234	-1	
HSH2D	Q96JZ2		Q96JZ2	2cs0-A	NA	352	24	129	100	12	12	0.586	0.948234	-1	
HSPA4L	O95757		P32589	3c7n-A	NA	839	5	518	38.9	63	75	0.583	0.948234	-1	
IGF2BP3	O00425		O00425	2e44-A	NA	579	73	161	100	16	18	0.585	0.948234	-1	
KLHL32	Q96NJ5		Q9NVR0	4ap2-A	NA	620	23	268	28	45	49	0.582	0.948234	-1	
KMT2A	Q03164	"S,M"	Q03164	2j2s-A	NA	3969	1143	1214	100	10	13	0.581	0.948234	0.862888	
KRT12	Q99456		P13645	4zry-A	NA	494	327	434	63	16	27	0.586	0.948234	-1	
KRT33A	O76009		P08670	3g1e-A	NA	404	55	87	54	8	10	0.586	0.948234	-1	
KRT85	P78386		P08670	3uf1-B	NA	507	166	271	38.7	18	22	0.589	0.948234	-1	
LALBA	P00709		P00709	4l41-A	NA	142	19	141	100	22	27	0.587	0.948234	-1	
LAMC2	Q13753		P02469	4aqs-A	NA	1193	6	169	38	27	29	0.587	0.948234	-1	
LDB3	O75112		O60711	1x3h-A	NA	727	659	723	35.4	7	12	0.586	0.948234	-1	
LGALS4	P56470		P56470	5cbl-A	NA	323	184	323	100	29	37	0.587	0.948234	-1	
LILRB5	O75023		Q8N6C8	3q2c-A	NA	590	25	119	55.2	29	37	0.589	0.948234	-1	
LMO7	Q8WWI1		Q8WWI1	2eaq-A	NA	1683	1037	1125	100	17	21	0.585	0.948234	-1	
LRP2	P98164		P01130	1n7d-A	NA	4655	3716	4366	33.4	140	157	0.585	0.948234	-1	
MAST1	Q9Y2H9		P17612	4ujb-A	NA	1570	354	713	34.3	56	69	0.587	0.948234	-1	
MBD1	Q9UIS9	M	Q9UIS9	5w9q-A	NA	605	333	388	100	13	21	0.584	0.948234	0.86474	
MCM9	Q9NXL9		P29496	5bk4-D	NA	1143	2	582	29.9	48	50	0.586	0.948234	-1	
MLH3	Q9UHC1		Q5F8M6	3ncv-B	NA	1453	1219	1403	28.1	14	16	0.584	0.948234	-1	
MLPH	Q9BV36		Q91V27	2zet-C	NA	600	4	144	85.1	24	25	0.588	0.948234	-1	
MPP6	Q9NZW5		Q8N3R9	4wsi-A	NA	540	116	539	38.3	69	76	0.583	0.948234	-1	
MRPS16	Q9Y3D3		P82915	3jd5-P	NA	137	10	125	94.8	10	11	0.581	0.948234	-1	
MRPS2	Q9Y399		F1S001	5aj3-B	NA	296	56	275	85.5	30	34	0.585	0.948234	-1	
MSMB	P08118		P08118	2iz3-A	NA	114	21	114	100	18	18	0.587	0.948234	-1	
MYH15	Q9Y2K3		P12883	5chx-B	NA	1946	1602	1669	57.4	9	11	0.582	0.948234	-1	
NAGS	Q8N159		Q8N159	4k30-B	NA	534	377	527	100	9	12	0.587	0.948234	-1	
NARF	Q9UHQ1		P29166	1c4a-A	NA	456	51	443	27.7	65	63	0.585	0.948234	-1	
NAV3	Q8IVL0		Q8IVL1	2yrn-A	NA	2385	72	189	77.1	30	35	0.583	0.948234	-1	
NFKBIL1	Q9UBC1		Q01484	5y4d-A	NA	381	44	129	34.1	11	13	0.586	0.948234	-1	
NID2	Q14112		P10493	1gl4-A	NA	1375	487	752	49.5	51	62	0.588	0.948234	-1	
NOSTRIN	Q8IVI9		Q6GUF4	5frg-A	NA	506	291	378	23.6	11	12	0.584	0.948234	-1	
NR2C2	P49116		P49116	3p0u-A	NA	596	348	582	100	25	26	0.589	0.948234	-1	
OBSL1	O75147		Q8WZ42	1waa-E	NA	1896	1359	1446	35.2	12	17	0.582	0.948234	-1	
OR10H4	Q8NGA5		P41146	5dhh-B	NA	316	31	161	32.6	32	43	0.581	0.948234	-1	
OR1S2	Q8NGQ3		O43614	5ws3-A	NA	325	35	237	26.3	60	76	0.586	0.948234	-1	
OR5M3	Q8NGP4		O43614	5ws3-A	NA	307	8	137	20.7	47	67	0.582	0.948234	-1	
OR6C75	A6NL08		P29274	5k2b-A	NA	312	30	308	20.6	64	75	0.586	0.948234	-1	
PAIP1	Q9H074		Q9H074	3rk6-A	NA	479	157	373	100	39	46	0.587	0.948234	-1	
PARD3	Q8TEW0		P31016	2xkx-A	NA	1356	580	719	31.2	28	32	0.584	0.948234	-1	
PEX14	O75381		O75381	4bxu-A	NA	377	16	80	100	9	11	0.581	0.948234	-1	
PHF1	O43189		O43189	5xfp-E	NA	567	30	340	100	32	37	0.588	0.948234	-1	
PIKFYVE	Q9Y2I7		Q96T51	2yqm-A	NA	2098	131	226	30.2	16	18	0.588	0.948234	-1	
PLCD4	Q9BRC7		P10688	1mai-A	NA	762	9	124	36.4	14	16	0.588	0.948234	-1	
PLG	P00747		P00747	4a5t-S	NA	810	20	810	100	206	252	0.588	0.948234	-1	
PLS1	Q14651		O59945	1rt8-A	NA	629	120	622	44.1	69	81	0.583	0.948234	-1	
PLXNB3	Q9ULL4		P70206	5l5c-A	NA	1909	42	1235	27.5	129	140	0.588	0.948234	-1	
PNPLA7	Q6ZV29		Q9HYQ6	5fya-A	NA	1317	926	1195	31.5	42	47	0.588	0.948234	-1	
POLR1B	Q9H9Y6		P22138	5w64-B	NA	1135	35	1130	43.6	136	146	0.586	0.948234	-1	
PPP1R3D	O95685		Q86XI6	2eef-A	NA	299	144	277	33.3	24	30	0.586	0.948234	-1	
PPP2R5C	Q13362		Q13362	2nym-E	NA	524	38	425	100	39	45	0.586	0.948234	-1	
